Date,SiteID,Transect,CommonName,SpeciesName,SampleNumber,nValue,DDLat,DDLong,SpeciesSymbol,ESD_Designation,SoilType
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),4,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Lehmann lovegrass,Eragrostis lehmanniana,5,37.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),5,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,fairyduster,Calliandra eriophylla,5,15,31.78187,-110.87185,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,fairyduster,Calliandra eriophylla,6,37.5,31.78187,-110.87185,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,catclaw mimosa,Mimosopsis biuncifera,6,15,31.78187,-110.87185,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Lehmann lovegrass,Eragrostis lehmanniana,6,15,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,large-spike bristlegrass,Setaria macrostachya,6,37.5,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Arizona cottontop,Digitaria californica,7,15,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,sideoats grama,Bouteloua curtipendula,7,37.5,31.78187,-110.87185,BOCU,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,weeping lovegrass,Eragrostis curvula,8,15,31.78187,-110.87185,ERCU2,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,large-spike bristlegrass,Setaria macrostachya,8,2.5,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),8,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Arizona cottontop,Digitaria californica,9,37.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),9,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,velvet mesquite,Prosopis velutina,9,62.5,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Arizona cottontop,Digitaria californica,10,15,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),10,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,fairyduster,Calliandra eriophylla,10,2.5,31.78187,-110.87185,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),11,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Lehmann lovegrass,Eragrostis lehmanniana,11,37.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,velvet mesquite,Prosopis velutina,12,15,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),12,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,climbing wartclub,Commicarpus scandens,12,2.5,31.78187,-110.87185,COSC,Perennial Herb,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,large-spike bristlegrass,Setaria macrostachya,12,15,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,large-spike bristlegrass,Setaria macrostachya,13,2.5,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,spiny hackberry,Celtis pallida,13,2.5,31.78187,-110.87185,CEPA8,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,climbing wartclub,Commicarpus scandens,13,15,31.78187,-110.87185,COSC,Perennial Herb,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Arizona cottontop,Digitaria californica,13,62.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,velvet mesquite,Prosopis velutina,14,37.5,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Arizona cottontop,Digitaria californica,14,2.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,tanglehead,Heteropogon contortus,14,97.5,31.78187,-110.87185,HECO10,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),15,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,tanglehead,Heteropogon contortus,15,97.5,31.78187,-110.87185,HECO10,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Arizona cottontop,Digitaria californica,16,37.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Lehmann lovegrass,Eragrostis lehmanniana,16,37.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),16,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,catclaw acacia,Acacia greggii,17,15,31.78187,-110.87185,ACGR,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),17,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Arizona cottontop,Digitaria californica,17,15,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Arizona cottontop,Digitaria californica,18,37.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Lehmann lovegrass,Eragrostis lehmanniana,18,15,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),18,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,catclaw acacia,Acacia greggii,18,15,31.78187,-110.87185,ACGR,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,weeping lovegrass,Eragrostis curvula,18,15,31.78187,-110.87185,ERCU2,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Lehmann lovegrass,Eragrostis lehmanniana,19,15,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,catclaw acacia,Acacia greggii,19,2.5,31.78187,-110.87185,ACGR,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,large-spike bristlegrass,Setaria macrostachya,19,37.5,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,catclaw mimosa,Mimosopsis biuncifera,20,15,31.78187,-110.87185,MIBI12,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Lehmann lovegrass,Eragrostis lehmanniana,20,37.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Berlandier's wolfberry,Lycium berlandieri,20,15,31.78187,-110.87185,LYBE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,4,Annual forb(s),Annual forb(s),20,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,sand dropseed,Sporobolus cryptandrus,1,62.5,31.78187,-110.87185,SPCR,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,1,2.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,fairyduster,Calliandra eriophylla,1,15,31.78187,-110.87185,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,tanglehead,Heteropogon contortus,2,15,31.78187,-110.87185,HECO10,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,2,37.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,sideoats grama,Bouteloua curtipendula,3,2.5,31.78187,-110.87185,BOCU,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,tanglehead,Heteropogon contortus,3,2.5,31.78187,-110.87185,HECO10,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),3,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,fairyduster,Calliandra eriophylla,3,2.5,31.78187,-110.87185,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,3,15,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,tanglehead,Heteropogon contortus,4,62.5,31.78187,-110.87185,HECO10,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),4,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,velvet mesquite,Prosopis velutina,4,2.5,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,velvet mesquite,Prosopis velutina,5,37.5,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),5,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,5,2.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,tanglehead,Heteropogon contortus,5,2.5,31.78187,-110.87185,HECO10,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),6,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,6,15,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,velvet mesquite,Prosopis velutina,6,2.5,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,large-spike bristlegrass,Setaria macrostachya,6,85,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,large-spike bristlegrass,Setaria macrostachya,7,37.5,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,velvet mesquite,Prosopis velutina,8,15,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,8,2.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,large-spike bristlegrass,Setaria macrostachya,8,15,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),8,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,8,15,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,9,37.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),9,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,10,2.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,fairyduster,Calliandra eriophylla,10,2.5,31.78187,-110.87185,CAER,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),10,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,velvet mesquite,Prosopis velutina,11,2.5,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,11,15,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),11,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,large-spike bristlegrass,Setaria macrostachya,12,15,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,sideoats grama,Bouteloua curtipendula,12,37.5,31.78187,-110.87185,BOCU,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,12,2.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,large-spike bristlegrass,Setaria macrostachya,13,2.5,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,13,15,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),13,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,13,15,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,large-spike bristlegrass,Setaria macrostachya,14,15,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,velvet mesquite,Prosopis velutina,14,62.5,31.78187,-110.87185,PRVE,Shrub,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),14,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,15,15,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,15,37.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),15,2.5,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Arizona cottontop,Digitaria californica,16,62.5,31.78187,-110.87185,DICA8,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,large-spike bristlegrass,Setaria macrostachya,16,15,31.78187,-110.87185,SEMA5,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,sand dropseed,Sporobolus cryptandrus,17,15,31.78187,-110.87185,SPCR,Native Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,17,62.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Annual forb(s),Annual forb(s),18,15,31.78187,-110.87185,AAFF,Annual Forbs,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,18,37.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,19,2.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,Lehmann lovegrass,Eragrostis lehmanniana,20,37.5,31.78187,-110.87185,ERLE,Introduced Grass,SandyLoamUpland_12-16pz
4/13/2025,SLU_7,5,fairyduster,Calliandra eriophylla,20,2.5,31.78187,-110.87185,CAER,Shrub,SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,large-spike bristlegrass,Setaria macrostachya,1,85,31.79312,-110.87748,SEMA5,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,1,15,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,2,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,2,37.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Arizona cottontop,Digitaria californica,2,15,31.79312,-110.87748,DICA8,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,large-spike bristlegrass,Setaria macrostachya,2,37.5,31.79312,-110.87748,SEMA5,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),2,15,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,3,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),3,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,3,2.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,large-spike bristlegrass,Setaria macrostachya,3,2.5,31.79312,-110.87748,SEMA5,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,large-spike bristlegrass,Setaria macrostachya,4,2.5,31.79312,-110.87748,SEMA5,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Arizona cottontop,Digitaria californica,4,15,31.79312,-110.87748,DICA8,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,4,15,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),4,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,4,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,5,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Arizona cottontop,Digitaria californica,5,2.5,31.79312,-110.87748,DICA8,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),5,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Cholla,Opuntia - Cholla,5,15,31.79312,-110.87748,CHOLLA,Succulent,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,5,15,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,6,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),6,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Cholla,Opuntia - Cholla,6,2.5,31.79312,-110.87748,CHOLLA,Succulent,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,7,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,7,2.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),7,15,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,large-spike bristlegrass,Setaria macrostachya,7,15,31.79312,-110.87748,SEMA5,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,8,15,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,8,2.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),8,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,large-spike bristlegrass,Setaria macrostachya,8,2.5,31.79312,-110.87748,SEMA5,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),9,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,9,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,threeawn,Aristida,10,2.5,31.79312,-110.87748,ARIST,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),10,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,10,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,11,97.5,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),11,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,11,37.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,12,2.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,12,85,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,13,2.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,13,85,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,14,37.5,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,14,15,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,15,15,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Arizona cottontop,Digitaria californica,15,15,31.79312,-110.87748,DICA8,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,15,62.5,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,16,37.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,16,62.5,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),16,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,17,2.5,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,velvet mesquite,Prosopis velutina,17,2.5,31.79312,-110.87748,PRVE,Shrub,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Annual forb(s),Annual forb(s),17,2.5,31.79312,-110.87748,AAFF,Annual Forbs,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,17,37.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Arizona cottontop,Digitaria californica,17,2.5,31.79312,-110.87748,DICA8,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Arizona cottontop,Digitaria californica,18,15,31.79312,-110.87748,DICA8,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,18,37.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,18,37.5,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,Lehmann lovegrass,Eragrostis lehmanniana,19,2.5,31.79312,-110.87748,ERLE,Introduced Grass,LoamyUpland_SandyLoamUpland_12-16pz
5/3/2025,LUSLU_4,1,tanglehead,Heteropogon contortus,19,37.5,31.79312,-110.87748,HECO10,Native Grass,LoamyUpland_SandyLoamUpland_12-16pz
